"L","s","j","as_if","Lambda.1.2.","Lambda.1.3.","Lambda.2.1.","Lambda.2.3.","run"
1000,1,1,0,0.651550444276347,1.58322839691446,1.36792740629333,1.04804271083118,5
1000,1,1,1,0.775274793841585,2.44580555890224,1.12761175579166,1.46747197431747,5
1000,2,1,0,0.813943650720022,1.56939988567413,1.36138801049677,0.941145584930501,5
1000,2,1,1,1.27515365228276,1.27515365228276,1.5115177768527,1.27515365228276,5
1000,3,1,0,1.02098907925488,1.54521523014443,1.32188380831122,0.939507998387019,5
1000,3,1,1,1.71791473503444,1.61901244693326,2.11312988444086,1.46434985398363,5
1000,6,1,0,1.12186043243266,0.78256646628155,1.09945731531565,0.560930216216329,5
1000,6,1,1,1.62186043243266,1.62186043243266,2.43279064864899,1.62186043243266,5
1000,1,2,0,1.70207748770616,0.616364384809556,0.904554946893828,1.03925677047863,5
1000,1,2,1,2.31076634797234,2.31076634797234,2.31076634797234,2.31076634797234,5
1000,2,2,0,1.61556288620605,0.716571337664262,0.888765326265969,0.856009507794686,5
1000,2,2,1,1.20559567069512,1.20559567069512,1.69686418947423,1.20559567069512,5
1000,3,2,0,1.77308539198259,0.736828411375056,1.41347953479051,0.93192422880899,5
1000,3,2,1,1.10259692476977,1.1264062120617,2.05045644676742,0.808748981939654,5
1000,6,2,0,1.78545271750255,1.21639532432449,0.95796760389669,0.913262378631351,5
1000,6,2,1,1.62186043243266,1.62186043243266,1.62186043243266,1.62186043243266,5
1000,1,1,0,1.44366334367859,0.548723170290712,2.50155384240901,0.821038684148314,6
1000,1,1,1,1.71356562726402,1.69768264726438,4.53851267062436,1.69768264726438,6
1000,2,1,0,1.45993809481943,0.593171407353292,2.38118657941253,0.67990732023647,6
1000,2,1,1,2.79944622819778,2.78356324819814,2.78356324819814,2.78356324819814,6
1000,3,1,0,1.43840353850737,0.87338310904293,2.13516314044336,0.675122988481423,6
1000,3,1,1,1.38171939953388,1.38171939953388,3.58018261364776,1.38171939953388,6
1000,6,1,0,1.2578448822131,0.75806199099116,0.842860622277694,0.494555731821589,6
1000,6,1,1,0.853876628244841,0.837993648245202,1.25862080127679,0.837993648245202,6
1000,1,2,0,0.610413066889471,1.31437502031883,2.02210029353193,0.738568244494135,6
1000,1,2,1,2.19885552252443,1.7606785935751,1.7606785935751,1.8741707671564,6
1000,2,2,0,0.72701608859832,1.18313622525684,2.00772684208167,0.755185359268508,6
1000,2,2,1,1.79571948680568,1.59195839153762,2.5074410235799,1.54538366359195,6
1000,3,2,0,0.71343041706692,1.41315988752774,1.81287691215229,0.886014402011624,6
1000,3,2,1,0.63304885428002,1.56886652952202,2.55589162554051,1.75767354198018,6
1000,6,2,0,0.625925038735853,1.07353818146735,1.93279064864899,0.817671828933449,6
1000,6,2,1,1.62186043243266,1.62186043243266,1.62186043243266,1.62186043243266,6
1000,1,1,0,2.11062032972559,1.57838958876583,1.67450976166562,0.501570791597413,7
1000,1,1,1,2.87092767637594,2.85423473326404,2.85423473326404,2.85423473326404,7
1000,2,1,0,2.09845373926281,1.49557446716995,1.42203304597001,0.623080771730092,7
1000,2,1,1,4.73380996653079,4.49882385730537,4.49882385730537,4.49882385730537,7
1000,3,1,0,2.06365741948705,1.17938292645609,1.84830477600718,0.628313499496906,7
1000,3,1,1,2.5703204628894,1.82801117429522,2.59325112392226,1.82801117429522,7
1000,6,1,0,1.10331974480201,1.039999744211,0.879939566063342,0.310930216216329,7
1000,6,1,1,1.10331974480201,0.97634356896588,1.43279064864899,0.97634356896588,7
1000,1,2,0,0.796823064442449,3.7303722754125,2.26080191982154,0.831092290147263,7
1000,1,2,1,2.54408636698661,2.40029192459231,2.40029192459231,2.40029192459231,7
1000,2,2,0,0.898376568562074,3.64004909149985,1.79444171834454,0.840714017372524,7
1000,2,2,1,2.31202838916344,2.31202838916344,2.74816164348126,2.31202838916344,7
1000,3,2,0,0.912748057215956,3.43212144738616,1.893647297071,0.731618179275825,7
1000,3,2,1,0.946716219256872,4.49983353698713,2.65110460711413,0.946716219256872,7
1000,6,2,0,1.12186043243266,2.80984442472433,1.77667459254852,1.01862336737392,7
1000,6,2,1,0.780599802386956,2.14317775805767,1.77667459254852,1.01862336737392,7
1000,1,1,0,0.998068699823277,1.04646553709984,2.96912951579254,0.464490827731471,8
1000,1,1,1,1.37043496926436,1.67161509100508,2.32876003075318,0.956320426110151,8
1000,2,1,0,1.04002703819842,1.08648396588201,3.10797421287751,0.459074077785933,8
1000,2,1,1,1.93295274982709,1.71773468116182,3.34202399663911,2.27410650497769,8
1000,3,1,0,0.989569986925217,1.19271686200825,3.1622193785381,0.357727515528255,8
1000,3,1,1,1.1839508510776,1.015205901073,4.41947909079007,1.07053980643652,8
1000,6,1,0,1.28852709909932,0.88306199099116,2.28993350579184,0.326023255404182,8
1000,6,1,1,0.706225519411952,0.878938071188809,2.43279064864899,0.810930216216329,8
1000,1,2,0,0.742795598425639,0.731060030848532,1.21573032416349,0.491871756478074,8
1000,1,2,1,1.35552856981012,0.95747469401068,1.38846822337854,3.02882306191346,8
1000,2,2,0,0.633155167441627,0.699508806957575,0.978367658684238,0.386519378374541,8
1000,2,2,1,0.990094427796908,1.0943966395641,1.24194503768102,0.9886229934554,8
1000,3,2,0,0.471101340794456,0.694044926053708,1.10689236700399,0.289630617613317,8
1000,3,2,1,0.53401780655846,1.40021573587122,1.17699436962888,0.934270808041133,8
1000,6,2,0,0.538527099099325,0.716395324324493,0.61401179800325,0.324287365320454,8
1000,6,2,1,0.95519376576599,1.21639532432449,1.16401179800325,0.95519376576599,8
1000,1,1,0,0.777254457357346,0.833582969721031,1.6350935198432,0.907602816655116,9
1000,1,1,1,1.40636198581125,1.3420507421009,1.25775950245687,1.25775950245687,9
1000,2,1,0,0.816251732594655,0.913833949763225,1.68555301153529,0.987771244238267,9
1000,2,1,1,1.20923807862462,2.44818277554635,1.51331449234911,1.20923807862462,9
1000,3,1,0,0.924486784156592,0.884875606807453,1.40643639011973,0.902732901503226,9
1000,3,1,1,1.0126215114376,0.962951497864353,2.5393885028387,0.962951497864353,9
1000,6,1,0,0.838527099099324,0.633850416692252,1.34945731531565,0.810930216216329,9
1000,6,1,1,1.87371850093524,1.41620518849712,2.43279064864899,1.41620518849712,9
1000,1,2,0,1.27559281366436,1.35173591718784,2.75174280226556,2.56909060595994,9
1000,1,2,1,1.9774995784904,1.9774995784904,3.47376877245019,2.9586263166085,9
1000,2,2,0,1.36606654325887,1.30460897231249,2.5361115873076,2.56734789139485,9
1000,2,2,1,1.31632033904362,2.47019364798979,2.06935538620361,1.98567423526518,9
1000,3,2,0,1.46050545268832,1.28396074506508,2.64891215772314,2.34712121224819,9
1000,3,2,1,1.85901780655846,1.85901780655846,3.42744057375155,1.85901780655846,9
1000,6,2,0,1.62186043243266,1.27091860301971,2.43279064864899,0.810930216216329,9
1000,6,2,1,1.62186043243266,1.62186043243266,2.43279064864899,1.62186043243266,9
1000,1,1,0,0.791291373213286,0.58413461130764,1.93262732535952,1.27321134078191,10
1000,1,1,1,1.85190199761802,1.85190199761802,2.00108743911494,1.85190199761802,10
1000,2,1,0,0.812249877486197,0.565580157690647,1.96081151003731,1.17327486238012,10
1000,2,1,1,0.720520134741227,1.27913484454998,2.30678483100109,1.0515896567013,10
1000,3,1,0,0.846576835247393,0.587320319492386,1.6528971245739,1.06637204014236,10
1000,3,1,1,1.80408876930996,1.80408876930996,2.14057305698198,1.80408876930996,10
1000,6,1,0,1.0447165753734,0.69311066654745,0.696724782578338,0.810930216216329,10
1000,6,1,1,0.506758519250084,0.549728657657827,1.96514503205508,0.810930216216329,10
1000,1,2,0,2.47666131237164,0.465410121768962,1.19816928840037,1.36576380844851,10
1000,1,2,1,1.944209546121,1.93570590004855,2.19967985637562,1.93570590004855,10
1000,2,2,0,2.62307698951868,0.507325905463466,1.189158427609,1.47749191237683,10
1000,2,2,1,3.09031758038027,3.06044133392579,3.19280619876062,3.06044133392579,10
1000,3,2,0,2.45412946734552,0.469168372474543,1.32284059149154,1.49410633784513,10
1000,3,2,1,1.37652865676446,1.26674565025674,1.85903417785519,1.26674565025674,10
1000,6,2,0,2.26218219013123,0.680681038610207,1.04917261648854,1.71073405237315,10
1000,6,2,1,1.16218219013123,1.21639532432449,1.10480143807964,1.10480143807964,10
1000,1,1,0,0.507337611433679,0.995747327023087,4.52311047575989,1.93872090728673,11
1000,1,1,1,0.94913168425426,1.1482528504536,2.97423662636172,1.35210913552527,11
1000,2,1,0,0.52212090124483,0.916748308113299,4.26524711371353,1.94148254994263,11
1000,2,1,1,2.25537432010592,2.25537432010592,2.57648614182107,2.25537432010592,11
1000,3,1,0,0.563468176329464,0.963539938787878,3.96752633609733,1.95269470562527,11
1000,3,1,1,1.52641061658908,1.41557252765269,4.26700951545667,1.41557252765269,11
1000,6,1,0,0.737158017737908,0.899048295662321,1.51084081474061,0.810930216216329,11
1000,6,1,1,0.737158017737908,1.39904829566232,2.43279064864899,0.810930216216329,11
1000,1,2,0,2.15682376563689,1.87307300736692,1.07696749697397,1.1829149979432,11
1000,1,2,1,3.05499863485319,2.94923222952935,2.94923222952935,2.94923222952935,11
1000,2,2,0,2.30013369227935,1.96192787818389,0.960617939905836,1.09733749637011,11
1000,2,2,1,1.80240487418838,1.72828089685348,1.895309907156,1.72828089685348,11
1000,3,2,0,2.27057716327529,2.04667419861199,0.813559716024068,0.984273270251604,11
1000,3,2,1,2.87834371899789,2.85967212970773,2.85967212970773,2.85967212970773,11
1000,6,2,0,1.12186043243266,1.192264985018,0.766123981982319,0.477596882882996,11
1000,6,2,1,1.62186043243266,1.62186043243266,1.62186043243266,1.62186043243266,11
1000,1,1,0,1.05276974315303,2.41847190789437,3.58434658944431,0.714706893071244,12
1000,1,1,1,1.14660716787818,2.25399245986853,4.16685720230626,1.31641086544835,12
1000,2,1,0,1.02558997510189,2.33005533051446,3.3660768099704,0.700336739802052,12
1000,2,1,1,1.86011935767386,1.86011935767386,2.60958082491575,1.86011935767386,12
1000,3,1,0,1.11387231889094,2.37553427489303,3.24196942365256,0.544470806529224,12
1000,3,1,1,1.94128569614646,1.94128569614646,1.94128569614646,1.94128569614646,12
1000,6,1,0,1.12186043243266,1.74535749854118,1.48177169961988,0.609143999189605,12
1000,6,1,1,1.12186043243266,1.61305843899121,2.43279064864899,1.12186043243266,12
1321,1,1,0,0.62927809422855,1.96828730813611,1.91756155218115,2.10661646438253,12
1321,1,1,1,1.58924839917888,2.100743691336,2.84780556040746,2.88140113306378,12
1321,2,1,0,0.70691875942306,1.87706291433655,1.74238128436065,2.05315630940091,12
1321,2,1,1,0.90583848977613,2.11879841146732,1.26531826048011,1.43078289653057,12
1321,3,1,0,0.719725411372042,1.88243339177901,1.71874684959122,1.89851089011265,12
1321,3,1,1,1.56955972661384,2.09906463314474,1.62974937606035,1.50406579747832,12
1321,6,1,0,0.743440740959803,1.66202416520784,0.794377561926918,1.89085600081039,12
1321,6,1,1,0.891922238989872,1.44639177232454,2.43279064864899,0.810930216216329,12
1000,1,2,0,1.02267766628893,0.885777536479885,1.09368452060464,0.623749752334434,12
1000,1,2,1,2.65581786614795,2.59659369478032,2.59659369478032,2.59659369478032,12
1000,2,2,0,1.02426535499625,0.659901794745648,0.838362412700416,0.475290927423752,12
1000,2,2,1,4.66479740107131,4.12428834193736,4.12428834193736,4.12428834193736,12
1000,3,2,0,1.01502270425848,0.594401074118785,1.04117657545195,0.54371891926943,12
1000,3,2,1,3.13215372350209,3.11258945267816,3.11258945267816,3.11258945267816,12
1323,1,2,0,0.866716832958592,1.68969858441722,0.804920389891278,0.773264633258743,12
1323,1,2,1,1.52114023684767,2.72041951093495,2.39240705234333,1.26058003485176,12
1323,2,2,0,0.885137772984578,1.47608538031521,0.828779031522253,0.641422951539883,12
1323,2,2,1,3.04640861840849,2.84038619717599,2.84038619717599,2.84038619717599,12
1323,3,2,0,0.884766251064655,1.34970509903377,1.08533212479947,0.752503693271596,12
1323,3,2,1,1.93119853920287,1.67063833720695,1.67063833720695,1.67063833720695,12
1323,6,2,0,1.03852709909932,0.801358178089203,0.956050694500815,0.810930216216329,12
1323,6,2,1,1.62186043243266,1.62186043243266,1.62186043243266,1.62186043243266,12
1000,1,1,0,1.1539818973292,1.07595689258579,1.18242759393021,0.353801511517093,13
1000,1,1,1,0.956050105875686,0.76743718842278,1.79711223373279,0.488129985268845,13
1000,2,1,0,1.18349571149257,1.10573213689726,1.26703043927455,0.387815937622512,13
1000,2,1,1,0.699155577441253,0.672554196797435,1.36627968161461,0.672554196797435,13
1000,3,1,0,1.28654968462705,0.938886879650212,1.12591805471795,0.366381344563434,13
1000,3,1,1,1.11192877071014,1.10915476130218,2.91947909079007,1.78757614418099,13
1000,6,1,0,1.45992520890616,0.95611345314132,1.56612398198232,0.360930216216329,13
1000,6,1,1,1.78373473271568,1.12813956756734,1.43279064864899,1.12813956756734,13
1321,1,1,0,1.08069816324127,1.06994215951763,0.845419090105559,0.387131826590312,13
1321,1,1,1,0.883778359918773,1.03915645653095,1.94727848022656,0.628874745388551,13
1321,2,1,0,1.11314776240522,1.17572197544806,0.783203035924069,0.406793619688221,13
1321,2,1,1,0.785720814625705,0.759119433981887,0.995943526913248,0.759119433981887,13
1321,3,1,0,1.204584236134,1.13565353070563,0.788296064783189,0.470647658835354,13
1321,3,1,1,1.13234405959802,1.1057426789542,2.63971718602817,1.1057426789542,13
1321,6,1,0,1.3448458438268,0.973970595998463,1.09945731531565,0.360930216216329,13
1321,6,1,1,1.70992520890616,1.05433004375782,1.43279064864899,1.05433004375782,13
1000,1,2,0,1.1075267637481,1.05399442308627,2.0115681373894,1.34334823040725,13
1000,1,2,1,1.01320469365739,1.67308881876706,1.7452838845475,1.29918436404797,13
1000,2,2,0,1.28047613386819,0.97016372205034,1.84894251534493,1.2928171741876,13
1000,2,2,1,1.0199946150106,1.86269054631332,1.48145912742798,1.01910008463186,13
1000,3,2,0,1.17078380634624,0.98811657364263,1.78757130708696,1.22233297275807,13
1000,3,2,1,1.17492114762743,1.35696176761726,1.90627153960297,1.11207265193716,13
1000,6,2,0,0.851939686838964,0.716395324324493,1.68279064864899,0.730360983063195,13
1000,6,2,1,1.62186043243266,1.62186043243266,1.93279064864899,1.62186043243266,13
1323,1,2,0,1.55050414019441,0.649534398482271,1.9420578983467,1.82566182906126,13
1323,1,2,1,0.962898513282713,1.5430834005395,1.66910559443115,2.15034563409661,13
1323,2,2,0,1.66228929975836,0.601390627109631,1.84204023062297,1.83831049587421,13
1323,2,2,1,1.93575942435565,1.57166855159661,1.88644813445268,1.96305070461,13
1323,3,2,0,1.72225482395086,0.604959476285043,1.85966219744291,1.76970295133474,13
1323,3,2,1,1.06933526687592,1.15577129142678,2.09908124789222,1.1118797751563,13
1323,6,2,0,1.12273494658595,0.88306199099116,1.66612398198232,1.06369431639653,13
1323,6,2,1,1.62186043243266,1.62186043243266,1.84945731531565,1.62186043243266,13
1000,1,1,0,2.08206065938925,0.93936446418367,0.846352201158356,3.00161733854454,14
1000,1,1,1,1.430746471175,1.40687174057298,3.52656807047237,2.00396313046151,14
1000,2,1,0,1.98562332490365,0.937274779750105,0.748967353465647,3.11864903870425,14
1000,2,1,1,1.36482055242952,1.36482055242952,3.04519798553291,4.33079711226503,14
1000,3,1,0,2.00150881889419,0.949655128089367,0.82828616791051,3.01110416150166,14
1000,3,1,1,1.01190500241023,2.00106328376415,1.76947909079007,1.44397463896709,14
1000,6,1,0,1.41307837764455,0.811436960269115,0.682790648648986,2.07109957998129,14
1000,6,1,1,0.749120476247828,1.03079338750242,2.43279064864899,0.621860432432658,14
1321,1,1,0,1.41489298787615,0.611259008316098,0.716484529338803,3.06623693075182,14
1321,1,1,1,1.08726005723744,1.5448571790074,3.13513600068634,2.15538116764732,14
1321,2,1,0,1.40558437038518,0.537346811749663,0.786936762423117,3.16202847072761,14
1321,2,1,1,1.67040042089559,1.67040042089559,3.55067935057311,4.19678096501359,14
1321,3,1,0,1.4725163993153,0.549474461618153,0.66811599787749,3.09243235102245,14
1321,3,1,1,0.888845437350236,0.888845437350236,2.55043147174245,1.64397463896709,14
1321,6,1,0,1.16307837764455,0.504294103126259,0.913546607835221,2.07109957998129,14
1321,6,1,1,0.921860432432658,1.47810362693578,2.43279064864899,0.921860432432658,14
1000,1,2,0,1.24261512442183,0.861822516254544,1.2315857190726,1.10622398028107,14
1000,1,2,1,1.97853821463511,1.95957858475256,1.95957858475256,3.63570142151509,14
1000,2,2,0,1.07632372757975,0.794103283686751,1.33246505053263,1.02464907167517,14
1000,2,2,1,1.47767915034134,1.47572733612189,1.82048889863547,2.23985223752343,14
1000,3,2,0,0.98618651888896,0.563495336431973,1.17157952359189,0.947804689374746,14
1000,3,2,1,2.11667746947327,1.50738103516498,2.51033057063922,1.50738103516498,14
1000,6,2,0,0.635197153385953,0.766395324324493,1.43279064864898,0.677551652605921,14
1000,6,2,1,0.924985450390413,1.21639532432449,1.68279064864899,0.810930216216329,14
1323,1,2,0,1.09780448038598,0.679934270063365,1.36599692022866,1.29739493269024,14
1323,1,2,1,2.3450426819431,2.32608305206055,2.32608305206055,4.25497653238705,14
1323,2,2,0,0.988108587383171,0.626762702557853,1.45139788184189,1.2421757186042,14
1323,2,2,1,2.19818853986871,2.04549972670268,2.04549972670268,2.04549972670268,14
1323,3,2,0,0.991541929473439,0.491506377273028,1.12250429357052,1.1020348278086,14
1323,3,2,1,1.86667746947327,1.75738103516498,3.6010244069429,1.75738103516498,14
1323,6,2,0,0.635197153385954,0.706871514800683,1.38993350579185,1.01088498593925,14
1323,6,2,1,0.924985450390413,0.791543535756846,1.34945731531565,0.810930216216329,14
1000,1,1,0,0.691913200883786,1.29760315104672,2.40805035416995,0.846455174253464,15
1000,1,1,1,0.688387001261012,1.28937086270056,3.37276439157381,1.68541620466878,15
1000,2,1,0,0.75647464923432,1.28567689501381,2.30386069273303,0.773613120799211,15
1000,2,1,1,0.897495665399118,1.40156500864383,2.44009988331823,0.897495665399118,15
1000,3,1,0,0.986145243419394,1.30786662363142,2.01529658132713,0.905064741340184,15
1000,3,1,1,1.6265718220718,1.98866747837621,2.18495528126626,1.6265718220718,15
1000,6,1,0,0.703794576583624,0.794884250722436,1.43279064864899,0.810930216216329,15
1000,6,1,1,1.42186043243266,1.4615509173891,2.43279064864899,1.42186043243266,15
1321,1,1,0,0.792754876585369,1.10692554710415,1.82837852027681,0.996992651136448,15
1321,1,1,1,0.698828227746573,1.29272736157371,2.67385918761241,1.52904662346805,15
1321,2,1,0,0.886662570053721,1.04171239541352,1.75898342987843,0.914631812332963,15
1321,2,1,1,1.05641137927483,2.35420104450527,2.72176411873306,1.05641137927483,15
1321,3,1,0,1.07313752674308,1.07306380884383,1.61165416428663,1.02029217748372,15
1321,3,1,1,1.87717960479083,3.1381218675804,2.17601046876841,1.87717960479083,15
1321,6,1,0,0.612127909916957,0.571074726912912,1.43279064864899,0.870609053893508,15
1321,6,1,1,1.33019376576599,1.33019376576599,2.43279064864899,1.33019376576599,15
1000,1,2,0,1.33203334154407,1.34747371624251,2.86671907432613,1.04115178267272,15
1000,1,2,1,1.33666919178267,1.31694357842383,1.71449387656,1.35287405570969,15
1000,2,2,0,1.51617384568931,1.33858541780278,2.5985597195112,0.912014440745035,15
1000,2,2,1,1.57618408640737,1.80017889315043,2.81906343957792,1.57618408640737,15
1000,3,2,0,1.61573940026861,1.01969888585887,2.58092218686232,0.907510346280671,15
1000,3,2,1,1.18606707299927,1.21450076698428,2.81541280683248,1.06377880042348,15
1323,1,2,0,0.674324703140984,0.678448055523406,1.54811952953193,1.03888638549004,15
1323,1,2,1,1.36839724123806,1.36839724123806,1.53711483414999,1.36839724123806,15
1323,2,2,0,0.581241852928827,0.657121707139319,1.22520131688152,0.966879481095543,15
1323,2,2,1,1.14832451048278,1.14832451048278,2.20555710685148,1.14832451048278,15
1323,3,2,0,0.534963966898222,0.955106724501411,1.04648602088387,0.94227477462888,15
1323,3,2,1,1.62568447322513,1.62568447322513,1.62568447322513,1.62568447322513,15
1323,6,2,0,0.838527099099324,1.01639532432449,1.13598260170194,0.810930216216329,15
1323,6,2,1,0.748930366279906,1.21639532432449,1.35979212551146,0.810930216216329,15
1000,1,1,0,0.936095993878746,1.39976552633457,1.48759382221298,0.825981658342558,16
1000,1,1,1,0.671809211303395,1.41614660718525,2.55067459025082,0.904775658249882,16
1000,2,1,0,0.857325293675836,1.31729379163993,1.51089664037538,0.7755360224872,16
1000,2,1,1,1.05546048349206,1.38488055828295,2.37051226230504,1.70828054836498,16
1000,3,1,0,0.862861068546601,1.26158995987409,1.5939418342148,0.775986993135968,16
1000,3,1,1,1.07093637793017,1.22977506782706,1.36749600331272,1.07093637793017,16
1000,6,1,0,0.538527099099324,0.835718587421365,0.682790648648985,0.810930216216329,16
1000,6,1,1,0.668391808102499,0.486206143923125,1.43279064864899,0.810930216216329,16
1321,1,1,0,0.913892656324541,1.03623167891397,1.36664241655292,0.601727720544605,16
1321,1,1,1,0.729671678250662,1.05017786033978,1.93139877778182,0.729671678250662,16
1321,2,1,0,0.80785707182763,0.98779233191003,1.42611007589937,0.579422414719809,16
1321,2,1,1,0.59446941277483,1.43831579217313,1.06629354624889,0.59446941277483,16
1321,3,1,0,0.80868930025599,0.959092647964002,1.31605098742635,0.582408853426257,16
1321,3,1,1,0.879278441746096,1.24609084778802,1.35241663823336,0.879278441746096,16
1321,6,1,0,0.691701702273927,0.53372585702308,0.808125129160807,0.810930216216329,16
1321,6,1,1,0.8683918081025,0.519539477256459,1.43279064864899,0.810930216216329,16
1000,1,2,0,1.38616806764198,3.30352051004639,2.41245520327401,0.805458028410479,16
1000,1,2,1,1.65706335067503,3.35554574963453,3.09371217935545,1.65706335067503,16
1000,2,2,0,1.39825444362352,3.40673416412313,2.42853792175892,0.946034071729597,16
1000,2,2,1,0.977886594493221,2.49038945163478,2.73979148916279,0.932726852675705,16
1000,3,2,0,1.2402662586633,3.32411220840212,2.35675832137736,0.823489156175905,16
1000,3,2,1,1.95068447322513,1.95068447322513,2.13146719740733,1.95068447322513,16
1000,6,2,0,0.971286041955494,2.75056147714107,1.43279064864899,0.810930216216329,16
1000,6,2,1,1.62186043243266,1.62186043243266,1.62186043243266,1.62186043243266,16
